epoch,val_acc,val_f1,val_precision,val_recall,val_auc,test_acc,test_f1,test_precision,test_recall,test_auc
0,46.63968677785892,8.464869052638987,0,0,0.4451436589070156,43.93491301380524,7.987979406745444,0,0,0.47839524625581065
1,49.25466061614722,9.345478218036313,0,0,0.4600611962451917,47.939510770004425,8.987519706513332,0,0,0.4935006769935245
2,49.68510159364935,9.367380779722637,0,0,0.459198635441954,49.42037141249297,9.03394254805331,0,0,0.4936664012384112
3,50.21551982183695,9.474867993174591,0,0,0.4602469538957276,49.051353584214354,9.135061821525179,0,0,0.4946340715991902
4,50.53460889138997,9.518985780245211,0,0,0.4631124203758651,50.17684598714065,9.24046121265822,0,0,0.49766731725891805
5,52.194111519534474,9.597457278304555,0,0,0.46597992793206855,49.026688537937474,9.313646072530684,0,0,0.49959132205128143
6,53.30882793136891,9.71302812327716,0,0,0.46759500716668534,50.84591530071002,9.41217152745037,0,0,0.5017354785309398
7,53.57164238077563,9.81600249190999,0,0,0.4696594434886113,55.078006202181534,9.512011264569338,0,0,0.5033939657565063
8,53.76022222488296,9.879569564740274,0,0,0.472758872246298,55.602677235120154,9.598132747129618,0,0,0.5061778587690869
9,54.16611788934255,10.005173383533485,0,0,0.4741682118511513,53.560746656449425,9.731441440347524,0,0,0.5076771298562346
10,55.01622385325496,10.09216255293395,0,0,0.47626318396448014,54.55333516924292,9.818142406684474,0,0,0.5097847752546202
11,56.26623881990925,10.198446045566309,0,0,0.4778386424038451,58.9731677821813,9.959547902784218,0,0,0.5120751271503247
12,56.933751601432,10.337934720784151,0,0,0.48039299376927874,58.17119457847914,10.069619741047687,0,0,0.5143609750126632
13,57.93711610531736,10.441782244731831,0,0,0.48298354348479094,59.65732348327926,10.168870168836852,0,0,0.5167073477907197
14,59.60859205689724,10.510596464855439,0,0,0.4841742077103884,58.89629904572613,10.27516774822592,0,0,0.5178724775908782
15,58.78901806774507,10.703708965579896,0,0,0.48748600468030767,60.73300686071432,10.379719234964309,0,0,0.5207148360099823
16,59.80675055975288,10.704566358470212,0,0,0.48808814565072317,62.6027610483842,10.480620549546458,0,0,0.522304290149752
17,60.877764341048156,10.836111667392005,0,0,0.48994588320609783,61.35681701169795,10.641211464678966,0,0,0.5240602496049723
18,59.71754930015924,10.996935411600708,0,0,0.4937942131876512,63.13317927657179,10.743327054846425,0,0,0.5270676612485552
19,61.03760820891054,11.177955400381292,0,0,0.49618098283247963,62.98806259653493,10.872545789034815,0,0,0.5295024879447997
20,60.61674589015673,11.257829321587986,0,0,0.49792393420303804,63.42389156958298,10.975053140975144,0,0,0.5316096677918725
21,61.520731809528364,11.302326033903054,0,0,0.5000851335848352,64.11259713358639,11.068065764863222,0,0,0.5334775639957702
22,63.695686011566224,11.458629728777863,0,0,0.5023182853138983,64.13845951220681,11.184484090534225,0,0,0.5358537519952657
23,64.06745770423497,11.54991101186334,0,0,0.5035940376915714,64.7586776661598,11.26892863975086,0,0,0.5373863965348558
24,63.49513284402351,11.619093076559809,0,0,0.5051441804758982,65.1863647792718,11.362547239155413,0,0,0.5386961517900652
25,64.01657107963459,11.759403181513248,0,0,0.509142751467643,66.00653743459571,11.48675652611272,0,0,0.5421364712351284
26,64.92414899603682,11.87721226744412,0,0,0.5106750470426501,65.97301212897663,11.57331971779172,0,0,0.5439323892269445
27,64.97383828829369,11.925815152602741,0,0,0.5121429272808473,66.07382751230259,11.662950093704273,0,0,0.5457005473003097
28,65.30549934745389,12.010044304004216,0,0,0.5148087651065676,66.41363043139884,11.77438689166655,0,0,0.5486127006175517
29,64.72359582849411,12.174993676457076,0,0,0.516978956611649,66.0000718399406,11.876073032182845,0,0,0.5502172062731336
30,65.31447934003043,12.177648685931011,0,0,0.5178517553501607,67.11838024880566,11.903097772290634,0,0,0.5516855099178887
31,65.49407919156121,12.322965026353886,0,0,0.520037367047179,66.84993833738432,12.009890934723423,0,0,0.553907854884057
32,64.89661035213544,12.403864534784958,0,0,0.521536367825141,67.57097187466324,12.054190139093107,0,0,0.5552129932800691
33,65.22288341574972,12.522521393637875,0,0,0.5234199970175261,67.94765262994049,12.176872170905982,0,0,0.5572307425002331
34,66.67225421760318,12.683621663467434,0,0,0.5250022058556945,67.69836803601576,12.282585260113812,0,0,0.5584955000769591
35,64.6535518863971,12.749089208304488,0,0,0.5267395166094808,67.33797100061064,12.40769291470018,0,0,0.560596462609806
36,65.4707312108622,12.842567136596735,0,0,0.5286699415939637,67.91843772075813,12.500241354431033,0,0,0.562232875414862
37,65.49647385624829,12.933565680947048,0,0,0.5301993572837341,66.44404267292472,12.557318021554869,0,0,0.5636391417268553
38,65.6988230223063,13.039264642721024,0,0,0.5328597395896877,67.80588848046553,12.6490145942731,0,0,0.5664622991220795
