epoch,val_acc,val_f1,val_precision,val_recall,val_auc,test_acc,test_f1,test_precision,test_recall,test_auc
0,46.14171388515685,14.597556570626622,0,0,0.4985496544658538,53.343301435406694,16.304089439432772,0,0,0.5192520452225173
1,49.24353058005725,14.703879742819032,0,0,0.5035262099941895,49.25239234449761,16.28295454834893,0,0,0.5244812659677455
2,46.28775045271336,15.009148120035535,0,0,0.5066347395238274,53.57057416267943,16.534806817514557,0,0,0.5268566996456218
3,51.11279864478065,15.272224822091513,0,0,0.5118141854103184,54.832535885167474,16.75051408178611,0,0,0.5326772207475953
4,52.275249722530525,15.508523507301405,0,0,0.5166119967794834,56.17224880382776,16.883400072521937,0,0,0.5378212881621188
5,53.32671300893744,15.854381775510419,0,0,0.5234831881186373,56.91387559808613,17.259106917052254,0,0,0.5434145470846684
6,53.65967638296629,16.252762643877524,0,0,0.5289041271113141,62.02153110047848,17.46301548919254,0,0,0.5478318843132023
7,55.102517670424675,16.511274049666298,0,0,0.5324489266844916,64.3480861244019,17.689811311477335,0,0,0.5523679353736571
8,55.53478591039195,16.800994095326555,0,0,0.5393484054938001,65.31698564593302,17.98468543256882,0,0,0.5594335763735532
9,55.47637128336936,17.024771339085042,0,0,0.5422148683678901,66.7464114832536,18.24274774087065,0,0,0.5623576769644401
10,55.92616391144343,17.24420186943734,0,0,0.5471042429950599,67.61961722488039,18.477108106038084,0,0,0.5672174903229948
11,57.45078567673345,17.432148526492384,0,0,0.5541029918727731,66.15430622009569,18.856265829191585,0,0,0.5736869776767645
12,59.752321981424146,17.879823101506574,0,0,0.5592817758775253,66.2141148325359,18.80703725618848,0,0,0.5779350008982842
13,57.63771248320579,17.95101660717028,0,0,0.5603415316499906,68.48684210526316,19.000717410919496,0,0,0.5815760755489869
14,60.155382907880124,18.049212985855878,0,0,0.5665720203339597,67.11124401913877,19.395118594535724,0,0,0.5867060315607381
15,61.42882177697294,18.433616410514837,0,0,0.5707973582035112,70.95693779904306,19.525653622062983,0,0,0.5906615486147798
16,59.62380980197442,18.60246089801266,0,0,0.5754693379680957,69.95813397129189,19.923998463876984,0,0,0.5943542407464201
17,60.90893159647175,18.713690395488385,0,0,0.5799833097012798,68.87559808612441,20.08177985091313,0,0,0.5994110650801335
18,65.41854080261697,18.80516521990019,0,0,0.5822515943083296,72.66746411483254,20.180861800701926,0,0,0.6021917548632947
19,62.982650855774274,18.977244520847027,0,0,0.5862794508187299,73.4688995215311,20.559561060306546,0,0,0.6070831616613152
20,65.30755301127401,19.253300891294717,0,0,0.5914902039969113,73.5586124401914,20.70748513838641,0,0,0.610756603311545
21,65.65804077340965,19.349461816771704,0,0,0.5928600829145843,73.3133971291866,20.885452468919052,0,0,0.6130370327447463
22,65.9501139085227,19.66267101054127,0,0,0.5994316710345406,73.49880382775119,20.980231476467573,0,0,0.6163347974994351
23,66.89643086628894,19.735481205740456,0,0,0.6007456684288566,72.30263157894737,20.92779413350918,0,0,0.6201031014962443
