epoch,val_acc,val_f1,val_precision,val_recall,val_auc,test_acc,test_f1,test_precision,test_recall,test_auc
0,42.81372827099963,13.025875308831422,0,0,0.48508579413252095,38.71338195591732,12.653793299371012,0,0,0.4774680804505807
1,45.92568580574577,14.184502992901036,0,0,0.5079051146887068,43.38759721158883,13.717413811437615,0,0,0.501594306344705
2,51.782892337614975,15.268739673079354,0,0,0.5286143485704816,48.25724301889833,14.83242682110096,0,0,0.5226737349232932
3,60.30633331982658,16.218947342575447,0,0,0.5446578483918576,50.90059233589877,15.632860671613333,0,0,0.5384381919145834
4,64.38875157016086,17.407820261747574,0,0,0.5680924490308087,56.62449127614137,16.639818215081313,0,0,0.55956226028433
5,66.5849507678593,18.43948955537762,0,0,0.5804945681432252,58.05697707216827,17.556872369904905,0,0,0.5739140745580006
6,68.25438632035333,19.468654201920494,0,0,0.5987477945358487,64.76608776242092,18.7668637334381,0,0,0.5905996011272596
7,68.8459824141983,20.5180197032457,0,0,0.6130035658863424,67.52226296490309,19.745827981250404,0,0,0.6039762287928889
8,68.66364115239678,21.475208589524183,0,0,0.6236101348112354,72.05746061167748,20.79218408829332,0,0,0.6171905467014004
9,69.56724340532436,22.333967452031644,0,0,0.6371745008710945,75.21860015312086,21.58817763587751,0,0,0.6283882767670164
10,69.67664816240529,22.89758057721517,0,0,0.6427869593603628,75.8028770600798,22.127222891420082,0,0,0.634978752468794
11,68.9634912273593,23.325143543342723,0,0,0.6505397178964724,73.74581939799332,22.725217036559915,0,0,0.6404985038460227
12,70.55796426111267,23.60499326898539,0,0,0.6554960580499241,73.69948019502762,23.111440182335446,0,0,0.6469580169616905
13,70.22974998986993,24.02723906878193,0,0,0.6666442210738406,74.33412580086231,23.31192153746806,0,0,0.6550587020441871
14,69.7516106811459,24.377619593977908,0,0,0.668931065379199,73.39928274972802,23.54997225803033,0,0,0.6580265348128661
15,70.77272174723448,24.483132703009854,0,0,0.6744022907461794,73.89491074666559,23.52584674096883,0,0,0.6637060481596372
16,72.09773491632562,24.823434311266634,0,0,0.6786492386937579,73.69746544707256,23.75507938632021,0,0,0.6695356927889276
17,75.1428339884112,25.08984711887657,0,0,0.6850596268263733,77.57182576459685,23.942891091935245,0,0,0.6746780002620134
18,75.30694112403258,25.456694085898864,0,0,0.6910507223554493,77.41064592819438,24.05134649401798,0,0,0.6807133062709709
19,75.80736658697677,25.48491094827638,0,0,0.6957934563390265,78.05738002175929,24.13552914800744,0,0,0.6856275307779393
20,75.3089671380526,25.475871922799076,0,0,0.6973510764392526,78.47241810049563,24.225334167038078,0,0,0.6876757346216978
21,77.7280278779529,25.62544242318197,0,0,0.7007363661456855,77.73904984486443,24.347887450230612,0,0,0.6911226648042961
22,78.33178005591799,25.772116419166483,0,0,0.7038140171687578,77.43482290365475,24.520288360567697,0,0,0.6940665125699954
23,81.95834515174845,25.91467194084523,0,0,0.7074076412698895,78.58121449006728,24.661835450594175,0,0,0.6967052220634298
24,82.29668949309129,26.01300942551152,0,0,0.7127848322503771,75.39589797316356,24.77732016212044,0,0,0.701859582381976
25,81.98670934802868,26.10431833361354,0,0,0.7153176258998097,80.77930450900591,24.94188560814314,0,0,0.7022073843208199
26,82.46890068479274,26.281926739169926,0,0,0.7196887074127388,80.74706854172541,25.05330125328041,0,0,0.7067805904049331
27,82.71404838121481,26.27501573553392,0,0,0.7232827929425206,80.72692106217511,25.17355666733153,0,0,0.7088661664804886
28,82.48510879695289,26.311142846206113,0,0,0.7246217056831858,80.57178546963773,25.328132702445338,0,0,0.7108644394644498
29,82.57830544187367,26.673874917695606,0,0,0.7304186071241976,82.09292017568603,25.484953181597778,0,0,0.7137069653775194
30,82.89436362899632,26.86536929850317,0,0,0.73294796870537,82.04859572067535,25.696961119219196,0,0,0.7162194588674364
31,82.65934600267433,26.88165985374983,0,0,0.7376856290171002,82.9471733086191,25.88985334182178,0,0,0.7213605606899042
32,83.22460391425908,27.077069591751414,0,0,0.7414563585241223,82.52810573397267,26.256832386008455,0,0,0.7237905447778846
